Link
https://aceh.tribunnews.com/news/1018596/duka-dan-amarah-di-pemakaman-komandan-al-irgc-warga-iran-bersumpah-melawan-as-sampai-akhir
https://video.tribunnews.com/news/916067/media-iran-konfirmasi-kematian-ali-khamenei-beserta-anak-hingga-cucu-dalam-serangan-as-israel
https://wartakota.tribunnews.com/news/883298/pemimpin-tertinggi-iran-tewas-ustaz-felix-siaw-officially-world-war-ketiga
https://aceh.tribunnews.com/news/1018596/duka-dan-amarah-di-pemakaman-komandan-al-irgc-warga-iran-bersumpah-melawan-as-sampai-akhir
https://palu.tribunnews.com/news/180470/ditemukan-di-bawah-reruntuhan-ini-kronologi-tewasnya-ali-khamenei-oleh-bom-as
https://wartakota.tribunnews.com/news/883293/khamenei-dilaporkan-wafat-bagaimana-nasib-republik-islam-iran
https://aceh.tribunnews.com/news/1016937/pemimpin-tertinggi-iran-mojtaba-khamenei-bersumpah-balas-kematian-ali-larijani
https://video.tribunnews.com/news/916556/presiden-iran-nyatakan-bakal-balaskan-kematian-ali-khamenei-kejahatan-besar-tak-akan-dibiarkan
https://aceh.tribunnews.com/news/1014070/ayatollah-ali-khamenei-tewas-iran-tetapkan-40-hari-berkabung-nasional
https://video.tribunnews.com/news/916154/isak-tangis-pembawa-acara-tv-iran-pecah-saat-umumkan-kematian-khamenei-dunia-gempar
https://video.tribunnews.com/news/916013/jasad-khamenei-ditemukan-di-bawah-reruntuhan-terluka-akibat-pecahan-proyektil-serangan-as-israel
https://video.tribunnews.com/news/916163/iran-terpecah-jadi-2-pasca-kematian-ali-khamenei-media-berduka-saat-sejumlah-warga-merayakan
https://video.tribunnews.com/news/916837/warga-polisi-saling-serang-buntut-protes-kematian-ali-khamenei-di-kedubes-as-di-bagdad-irak
https://aceh.tribunnews.com/news/1014097/reza-pahlavi-rayakan-kematian-ali-khamenei-hingga-puji-donald-trump
https://video.tribunnews.com/news/916215/protes-kematian-khamenei-massa-pro-iran-bentrok-dengan-aparat-di-konsulat-as-pakistan-22-tewas
https://jakarta.tribunnews.com/jakarta/431295/sempat-dibantah-menlu-tewasnya-ayatollah-ali-khamenei-kini-dikonfirmasi-media-pemerintah-iran
https://jatim.tribunnews.com/news/535518/kematian-ali-khamenei-tak-cukup-buat-trump-bisa-gulingkan-rezim-rencana-amerika-bisa-gagal-total?page=all
https://video.tribunnews.com/news/916225/tangisan-pilu-pembawa-acara-tv-iran-saat-umumkan-kematian-khamenei
